Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,plx,e_plx,pmRA*,pmDE,logt,e_logt,N,Ref
UBC63            ,79.668,37.823,169.491,0.159,0.665,0.035,1.082,-3.586,7.58,0.174,26,Castro-Ginard et al. 2019
UBC65            ,82.177,34.315,173.531,-0.147,0.786,0.035,-1.51,-4.697,8.6,0.198,79,Castro-Ginard et al. 2019
UBC66            ,78.58,31.725,173.95,-4.1,0.917,0.028,0.446,-1.527,7.78,0.179,27,Castro-Ginard et al. 2019
UBC67            ,81.874,33.529,174.045,-0.793,0.481,0.03,0.338,-2.779,8.48,0.195,38,Castro-Ginard et al. 2019
UBC68            ,91.172,36.772,175.209,7.386,0.448,0.026,-0.528,-1.688,8.14,0.187,54,Castro-Ginard et al. 2019
UBC69            ,84.77,28.404,179.697,-1.499,0.718,0.033,-0.181,-3.841,7.12,0.164,44,Castro-Ginard et al. 2019
UBC70            ,91.057,31.606,179.716,4.815,0.514,0.028,-0.756,-3.283,8.04,0.185,60,Castro-Ginard et al. 2019
UBC72            ,90.985,26.645,184.025,2.339,0.536,0.027,0.312,-0.027,8.58,0.197,77,Castro-Ginard et al. 2019
UBC74            ,95.467,22.411,189.7,3.898,0.382,0.027,1.025,-2.593,8.46,0.195,65,Castro-Ginard et al. 2019
UBC75            ,83.769,15.709,190.019,-9.018,0.699,0.033,0.241,-2.406,7.84,0.18,57,Castro-Ginard et al. 2019
UBC76            ,89.004,17.339,191.197,-3.873,0.583,0.029,0.134,-1.115,7.22,0.166,24,Castro-Ginard et al. 2019
UBC77            ,89.213,17,191.591,-3.869,0.592,0.032,0.284,-1.215,7.4,0.17,37,Castro-Ginard et al. 2019
UBC78            ,85.745,13.724,192.737,-8.41,0.923,0.036,0.654,-3.638,8.64,0.199,62,Castro-Ginard et al. 2019
UBC80            ,91.638,8.75,199.973,-5.844,0.439,0.026,-0.532,-1.038,7.7,0.177,30,Castro-Ginard et al. 2019
UBC81            ,96.345,11.15,200.054,-0.623,0.604,0.033,-1.158,-0.971,7.94,0.183,49,Castro-Ginard et al. 2019
UBC82            ,95.894,8.381,202.295,-2.311,0.432,0.024,1.298,-2.296,8.42,0.194,36,Castro-Ginard et al. 2019
UBC83            ,97.557,7.364,203.963,-1.325,0.486,0.029,-1.105,0.376,8.24,0.19,51,Castro-Ginard et al. 2019
UBC84            ,15.421,61.734,124.145,-1.114,0.389,0.022,-1.526,-1.053,7,0.161,55,Castro-Ginard et al. 2019
UBC85            ,18.682,57.861,126.037,-4.87,0.362,0.021,-3.664,-0.64,8.04,0.185,33,Castro-Ginard et al. 2019
UBC86            ,33.033,57.606,133.6,-3.585,0.378,0.023,-0.859,-1.012,7,0.161,71,Castro-Ginard et al. 2019
UBC87            ,60.508,56.422,147.087,2.768,0.423,0.026,0.701,-1.37,7.02,0.161,36,Castro-Ginard et al. 2019
UBC88            ,58.182,45.944,152.755,-6.167,1.023,0.034,-1.41,-3.017,7.82,0.18,88,Castro-Ginard et al. 2019
UBC89            ,81.223,37.568,170.4,1.027,0.906,0.037,0.311,-4.264,8.44,0.194,64,Castro-Ginard et al. 2019
UBC90            ,97.206,14.919,197.108,1.873,0.355,0.027,1.217,-1.404,8.98,0.207,53,Castro-Ginard et al. 2019
UBC91            ,267.422,-28.759,0.613,-0.671,0.451,0.031,-0.555,-1.159,8.24,0.19,83,Castro-Ginard et al. 2019
UBC92            ,269.884,-26.655,3.53,-1.488,0.406,0.028,2.137,0.386,8.06,0.185,105,Castro-Ginard et al. 2020
UBC93            ,268.573,-25.39,4.033,0.166,0.318,0.025,-0.849,-1.941,8.4,0.193,52,Castro-Ginard et al. 2020
UBC94            ,269.633,-24.636,5.167,-0.285,0.744,0.029,-1.625,-4.497,6.38,0.147,41,Castro-Ginard et al. 2020
UBC95            ,268.247,-22.165,6.663,2.057,0.506,0.03,-0.092,-1.291,8.56,0.197,84,Castro-Ginard et al. 2020
UBC96            ,273.761,-16.327,14.306,0.394,0.609,0.026,0.688,0.93,7.34,0.169,41,Castro-Ginard et al. 2020
UBC97            ,274.779,-15.726,15.299,-0.182,0.726,0.031,-0.846,-1.209,8.38,0.193,33,Castro-Ginard et al. 2020
UBC98            ,288.832,-22.14,15.375,-14.929,1.539,0.027,0.569,-6.675,7.9,0.182,23,Castro-Ginard et al. 2020
UBC99            ,282.024,-18.302,16.177,-7.519,1.062,0.028,-1.16,-4.106,8.42,0.194,52,Castro-Ginard et al. 2020
UBC100           ,281.262,-11.123,22.297,-3.647,0.739,0.024,-1.095,-3.367,7.68,0.177,25,Castro-Ginard et al. 2020
UBC101           ,279.501,-7.142,25.048,-0.284,0.404,0.027,-0.256,-3.093,7.72,0.178,54,Castro-Ginard et al. 2020
UBC102           ,280.609,-6.894,25.772,-1.148,0.523,0.03,-1.004,-2.569,8.32,0.191,42,Castro-Ginard et al. 2020
UBC103           ,280.633,-6.604,26.041,-1.037,0.296,0.021,-0.378,-2.279,6.76,0.155,97,Castro-Ginard et al. 2020
UBC104           ,280.69,-6.263,26.371,-0.932,0.334,0.024,0.454,-0.826,8.58,0.197,61,Castro-Ginard et al. 2020
UBC105           ,280.328,-5.434,26.943,-0.232,0.486,0.025,0.494,-1.031,8.32,0.191,75,Castro-Ginard et al. 2020
UBC106           ,280.473,-5.418,27.023,-0.353,0.406,0.026,-1.047,-1.363,7.62,0.175,431,Castro-Ginard et al. 2020
UBC107           ,279.763,-4.803,27.247,0.557,0.338,0.025,0.96,-1.704,8.9,0.205,184,Castro-Ginard et al. 2020
UBC108           ,281.629,-5.196,27.746,-1.275,0.635,0.029,-2.928,-3.76,8.56,0.197,46,Castro-Ginard et al. 2020
UBC109           ,281.852,-5.255,27.796,-1.5,0.484,0.028,0.429,-2.147,8.38,0.193,144,Castro-Ginard et al. 2020
UBC110           ,281.614,-4.97,27.941,-1.16,0.267,0.022,-0.801,-2.647,6.04,0.139,70,Castro-Ginard et al. 2020
UBC111           ,282.298,-4.476,28.692,-1.541,0.62,0.033,1.115,0.047,8.3,0.191,272,Castro-Ginard et al. 2020
UBC112           ,283.971,-5.101,28.893,-3.31,0.485,0.022,-0.447,-4.403,8,0.184,65,Castro-Ginard et al. 2020
UBC113           ,285.144,-1.55,32.593,-2.739,0.407,0.028,0.53,-0.514,8.58,0.197,96,Castro-Ginard et al. 2020
UBC114           ,286.44,-0.407,34.203,-3.372,0.648,0.027,-1.485,-1.946,7.84,0.18,39,Castro-Ginard et al. 2020
UBC115           ,293.928,-3.626,34.75,-11.499,1.685,0.031,-0.437,-5.012,8.84,0.203,49,Castro-Ginard et al. 2020
UBC116           ,291.679,0.199,37.157,-7.751,1.116,0.031,-0.64,-2.126,7.96,0.183,45,Castro-Ginard et al. 2020
UBC117           ,282.106,8.717,40.366,4.628,0.434,0.027,-0.069,-1.471,8.48,0.195,111,Castro-Ginard et al. 2020
UBC118           ,282.64,9.782,41.558,4.636,0.653,0.03,-0.259,-4.23,8.52,0.196,85,Castro-Ginard et al. 2020
UBC119           ,290.634,8.398,43.959,-3.009,0.572,0.03,-1.327,-2.373,9.16,0.211,78,Castro-Ginard et al. 2020
UBC120           ,284.085,13.238,45.294,4.927,0.85,0.031,1.11,1.374,8.58,0.197,28,Castro-Ginard et al. 2020
UBC121           ,288.893,12.855,47.099,0.587,0.596,0.029,-1.253,-3.405,6.92,0.159,50,Castro-Ginard et al. 2020
UBC122           ,288.144,15.71,49.293,2.554,0.39,0.028,-0.549,-3.17,7.86,0.181,92,Castro-Ginard et al. 2020
UBC123           ,294.185,18.255,54.273,-1.326,0.405,0.029,-2.12,-4.766,7.42,0.171,61,Castro-Ginard et al. 2020
UBC124           ,295.4,19.028,55.513,-1.949,0.369,0.026,-1.935,-5.291,6.7,0.154,61,Castro-Ginard et al. 2020
UBC125           ,288.892,22.971,56.08,5.269,0.787,0.026,-1.129,-4.086,8.44,0.194,38,Castro-Ginard et al. 2020
UBC126           ,294.997,20.046,56.21,-1.117,0.372,0.024,-1.873,-4.43,6.76,0.155,37,Castro-Ginard et al. 2020
UBC127           ,296.384,21.157,57.82,-1.692,0.448,0.029,-0.357,-3.557,8.5,0.196,118,Castro-Ginard et al. 2020
UBC128           ,297.967,22.121,59.397,-2.474,0.603,0.025,-0.799,-2.332,8.56,0.197,54,Castro-Ginard et al. 2020
UBC129           ,299.066,26.442,63.619,-1.109,0.853,0.024,-0.998,-4.37,7.68,0.177,115,Castro-Ginard et al. 2020
UBC130           ,298.051,27.445,64.012,0.183,0.399,0.022,-2.115,-5.887,7.16,0.165,98,Castro-Ginard et al. 2020
UBC131           ,310.236,20.152,64.061,-13.126,1.074,0.022,-6.316,-9.269,9,0.207,67,Castro-Ginard et al. 2020
UBC132           ,299.27,28.446,65.425,-0.222,0.297,0.022,-1.899,-4.839,8.06,0.185,85,Castro-Ginard et al. 2020
UBC133           ,303.705,28.375,67.461,-3.551,0.617,0.026,-1.124,-4.685,5.92,0.136,81,Castro-Ginard et al. 2020
UBC134           ,299.732,31.098,67.896,0.821,0.373,0.022,-2.174,-6.015,6.84,0.157,57,Castro-Ginard et al. 2020
UBC135           ,299.815,33.721,70.168,2.136,0.24,0.017,-3.508,-6.425,6.44,0.148,62,Castro-Ginard et al. 2020
UBC136           ,304.502,32.582,71.341,-1.778,0.697,0.023,-0.048,-3.329,7.38,0.17,87,Castro-Ginard et al. 2020
UBC137           ,301.126,35.225,72.017,2.013,0.395,0.024,-2.415,-4.011,6.96,0.16,38,Castro-Ginard et al. 2020
UBC138           ,302.485,34.96,72.394,0.934,0.238,0.017,-3.371,-5.114,8.28,0.19,82,Castro-Ginard et al. 2020
UBC139           ,302.726,35.731,73.148,1.19,0.456,0.025,-2.085,-4.908,7.68,0.177,66,Castro-Ginard et al. 2020
UBC140           ,305.375,38.6,76.706,1.039,0.557,0.024,-3.24,-6.005,6.96,0.16,91,Castro-Ginard et al. 2020
UBC141           ,313.592,35.691,78.354,-5.933,0.714,0.02,-1.002,0.322,9.24,0.213,39,Castro-Ginard et al. 2020
UBC142           ,305.834,41.71,79.462,2.526,0.824,0.02,-3.641,-8.359,7.8,0.179,98,Castro-Ginard et al. 2020
UBC143           ,299.66,45.571,80.295,8.369,0.751,0.017,-3.155,-7.856,8.44,0.194,26,Castro-Ginard et al. 2020
UBC144           ,307.504,45.925,83.603,3.982,0.678,0.024,-1.199,-0.947,8,0.184,54,Castro-Ginard et al. 2020
UBC145           ,316.066,42.065,84.459,-3.23,0.481,0.023,-2.429,-4.302,7.42,0.171,54,Castro-Ginard et al. 2020
UBC146           ,309.377,46.477,84.82,3.267,0.442,0.024,-4.035,-4.334,6.02,0.138,145,Castro-Ginard et al. 2020
UBC147           ,308.301,47.143,84.914,4.256,0.452,0.023,-3.383,-4.767,7.18,0.165,53,Castro-Ginard et al. 2020
UBC148           ,309.742,46.48,84.975,3.07,0.438,0.024,-2.105,-3.261,7.38,0.17,69,Castro-Ginard et al. 2020
UBC149           ,312.324,46.462,86.062,1.661,0.397,0.023,-0.872,-1.96,7.5,0.172,94,Castro-Ginard et al. 2020
UBC150           ,325.486,37.536,86.383,-11.543,1.167,0.023,-4.141,-6.751,8.68,0.2,26,Castro-Ginard et al. 2020
UBC151           ,311.972,47.454,86.682,2.473,0.572,0.022,-2.308,-1.57,8.28,0.19,77,Castro-Ginard et al. 2020
UBC152           ,314.347,47.352,87.632,1.172,0.732,0.02,-0.524,-1.819,6.54,0.15,21,Castro-Ginard et al. 2020
UBC153           ,316.24,46.28,87.682,-0.508,0.289,0.019,-5.065,-6.285,8.42,0.194,64,Castro-Ginard et al. 2020
UBC154           ,317.098,46.334,88.121,-0.91,0.281,0.019,-2.282,-3.753,8.84,0.203,59,Castro-Ginard et al. 2020
UBC155           ,318.408,50.15,91.503,1.061,0.597,0.03,-2.894,-4.123,7.68,0.177,63,Castro-Ginard et al. 2020
UBC156           ,321.724,49.113,92.283,-1.193,0.439,0.022,-3.754,-4.403,8.6,0.198,47,Castro-Ginard et al. 2020
UBC157           ,328.721,49.743,96.126,-3.713,0.837,0.023,2.084,-0.318,7.7,0.177,28,Castro-Ginard et al. 2020
UBC158           ,323.833,53.644,96.338,1.22,0.46,0.021,-2.548,-2.821,6.34,0.146,40,Castro-Ginard et al. 2020
UBC159           ,339.065,39.653,96.452,-16.169,2.009,0.033,-1.986,-4.749,6.62,0.152,67,Castro-Ginard et al. 2020
UBC160           ,327.736,51.383,96.666,-2.042,0.515,0.022,-2.495,-3.277,7.56,0.174,57,Castro-Ginard et al. 2020
UBC161           ,319.082,57.447,97.062,5.818,0.712,0.021,-3.095,-4.475,8.42,0.194,92,Castro-Ginard et al. 2020
UBC162           ,327.744,52.992,97.685,-0.797,0.447,0.023,-4.108,-4.541,7.42,0.171,51,Castro-Ginard et al. 2020
UBC163           ,330.894,55.66,100.771,0.184,0.627,0.023,-1.978,-3.255,8.08,0.186,34,Castro-Ginard et al. 2020
UBC164           ,333.971,53.995,101.258,-2.198,0.272,0.02,-3.322,-3.327,6.9,0.159,95,Castro-Ginard et al. 2020
UBC165           ,343.73,43.311,101.456,-14.648,1.66,0.027,-0.507,-4.04,7.52,0.173,59,Castro-Ginard et al. 2020
UBC166           ,334.264,54.233,101.533,-2.096,0.291,0.02,-3.593,-3.047,7.04,0.162,59,Castro-Ginard et al. 2020
UBC167           ,324.781,62.373,102.573,7.369,1.091,0.02,-2.039,-3.083,7.02,0.161,39,Castro-Ginard et al. 2020
UBC168           ,332.472,57.546,102.58,1.203,1.082,0.017,1.795,1.548,8.48,0.195,27,Castro-Ginard et al. 2020
UBC169           ,342.652,49.486,103.618,-8.801,0.7,0.026,-4.005,-3.417,8.3,0.191,31,Castro-Ginard et al. 2020
UBC170           ,337.792,58.073,105.243,0.102,0.7,0.022,-4.562,-2.707,8.18,0.188,113,Castro-Ginard et al. 2020
UBC171           ,346.476,49.376,105.849,-9.963,1.793,0.018,2.662,-1.952,7.92,0.182,44,Castro-Ginard et al. 2020
UBC172           ,343.392,54.328,106.204,-4.671,0.387,0.024,-1.599,-1.468,8.14,0.187,45,Castro-Ginard et al. 2020
UBC173           ,341.695,56.453,106.301,-2.339,0.288,0.019,-3.424,-2.781,7.54,0.173,187,Castro-Ginard et al. 2020
UBC174           ,341.406,57.366,106.583,-1.457,0.289,0.02,-3.308,-2.84,6.9,0.159,223,Castro-Ginard et al. 2020
UBC175           ,344.448,54.387,106.787,-4.883,0.736,0.022,1.452,-0.8,8.58,0.197,59,Castro-Ginard et al. 2020
UBC176           ,345.52,57.066,108.457,-2.7,0.281,0.019,-3.57,-2.23,6.7,0.154,100,Castro-Ginard et al. 2020
UBC177           ,339.611,67.036,110.474,7.438,0.872,0.026,-1.912,-1.062,7.72,0.178,43,Castro-Ginard et al. 2020
UBC178           ,346.228,63.357,111.321,2.912,1.153,0.023,-1.157,-1.857,6.92,0.159,58,Castro-Ginard et al. 2020
UBC179           ,350.976,59.518,112.03,-1.488,0.822,0.022,-2.852,-3.099,8.48,0.195,55,Castro-Ginard et al. 2020
UBC180           ,357.352,59.011,115.009,-2.903,0.474,0.027,-3.179,-1.018,8.16,0.188,93,Castro-Ginard et al. 2020
UBC181           ,12.132,63.564,117.471,1.217,0.89,0.023,-2.593,-1.394,8.84,0.203,31,Castro-Ginard et al. 2020
UBC182           ,4.15,52.313,117.535,-10.193,0.609,0.026,-2.872,-1.843,6.96,0.16,24,Castro-Ginard et al. 2020
UBC183           ,5.001,55.699,118.48,-6.9,0.913,0.029,0.689,-2.592,7.84,0.18,28,Castro-Ginard et al. 2020
UBC184           ,5.752,59.441,119.32,-3.231,0.557,0.025,-3.315,-1.952,8.78,0.202,53,Castro-Ginard et al. 2020
UBC185           ,7.784,63.397,120.661,0.614,0.24,0.017,-2.442,-0.494,8.88,0.204,48,Castro-Ginard et al. 2020
UBC186           ,23.873,60.697,128.299,-1.714,0.351,0.021,-1.328,-0.544,7.38,0.17,533,Castro-Ginard et al. 2020
UBC187           ,37.833,72.366,130.417,10.962,1.098,0.028,-1.644,-1.783,7,0.161,42,Castro-Ginard et al. 2020
UBC188           ,27.446,53.924,131.544,-7.969,0.343,0.025,-0.887,-1.668,6.84,0.157,69,Castro-Ginard et al. 2020
UBC189           ,35.906,63.795,132.898,2.722,0.967,0.025,3.116,-4.062,8.5,0.196,98,Castro-Ginard et al. 2020
UBC190           ,37.475,59.788,135.032,-0.751,0.348,0.023,-0.072,-0.491,6.66,0.153,56,Castro-Ginard et al. 2020
UBC191           ,37.491,57.976,135.712,-2.43,0.41,0.025,-0.369,-0.967,7.02,0.161,95,Castro-Ginard et al. 2020
UBC192           ,37.117,57.142,135.833,-3.279,0.421,0.023,-0.434,-1.166,7.38,0.17,78,Castro-Ginard et al. 2020
UBC193           ,30.286,43.775,136.023,-17.317,1.26,0.041,-2.893,-3.347,7.92,0.182,24,Castro-Ginard et al. 2020
UBC194           ,37.689,48.305,139.484,-11.349,0.733,0.035,0.445,-2.857,8.7,0.2,68,Castro-Ginard et al. 2020
UBC195           ,67.7,46.298,157.335,-1.4,0.903,0.034,0.269,-4.283,7.44,0.171,110,Castro-Ginard et al. 2020
UBC196           ,90.668,49.893,163.223,13.16,0.766,0.031,0.822,-2.594,9.18,0.211,120,Castro-Ginard et al. 2020
UBC197           ,83.363,39.856,169.412,3.681,0.338,0.024,0.091,-1.32,8.62,0.198,73,Castro-Ginard et al. 2020
UBC198           ,82.126,35.718,172.34,0.595,0.513,0.027,-0.026,-1.971,7.52,0.173,54,Castro-Ginard et al. 2020
UBC199           ,67.451,25.411,172.804,-15.671,0.84,0.036,2.883,-1.85,8.84,0.203,55,Castro-Ginard et al. 2020
UBC200           ,76.91,17.591,184.753,-13.498,0.382,0.026,0.347,-2.501,9,0.207,124,Castro-Ginard et al. 2020
UBC201           ,93.344,15.936,194.457,-0.932,0.573,0.032,-0.49,-0.995,6.64,0.153,51,Castro-Ginard et al. 2020
UBC202           ,78.801,6.33,195.62,-18.079,1.228,0.037,-0.423,-2.044,7.84,0.18,39,Castro-Ginard et al. 2020
UBC203           ,97.789,15.063,197.241,2.438,0.312,0.022,-0.16,-1.079,8.34,0.192,75,Castro-Ginard et al. 2020
UBC204           ,102.379,12.058,201.956,5.046,0.308,0.025,0.076,-0.4,6.92,0.159,39,Castro-Ginard et al. 2020
UBC205           ,84.766,-2.573,206.83,-17.253,2.488,0.041,1.634,-0.496,6.48,0.149,114,Castro-Ginard et al. 2020
UBC206           ,93.344,1.432,207.278,-7.799,0.55,0.027,-0.409,-1.572,8.56,0.197,27,Castro-Ginard et al. 2020
UBC207           ,83.866,-4.505,208.199,-18.94,2.568,0.039,1.014,0.644,6.76,0.155,55,Castro-Ginard et al. 2020
UBC208           ,83.797,-5.93,209.513,-19.647,2.611,0.041,1.225,0.574,7.22,0.166,121,Castro-Ginard et al. 2020
UBC209           ,107.502,4.648,210.894,6.243,0.819,0.027,0.692,-0.978,8.98,0.207,49,Castro-Ginard et al. 2020
UBC210           ,97.682,-1.429,211.842,-5.259,0.416,0.023,0.03,1.386,8.76,0.201,54,Castro-Ginard et al. 2020
UBC211           ,95.26,-3.441,212.54,-8.329,0.674,0.029,-1.495,1.615,8.9,0.205,94,Castro-Ginard et al. 2020
UBC212           ,100.945,-0.878,212.84,-2.104,0.355,0.025,-0.627,0.664,8.92,0.205,70,Castro-Ginard et al. 2020
UBC213           ,102.851,-1.804,214.534,-0.83,0.406,0.026,-0.923,3.007,9.16,0.211,116,Castro-Ginard et al. 2020
UBC214           ,105.706,-2.111,216.11,1.569,0.355,0.022,-0.647,-0.529,8.18,0.188,71,Castro-Ginard et al. 2020
UBC215           ,100.467,-5.245,216.521,-4.513,0.7,0.029,-0.122,-3.124,8.66,0.199,51,Castro-Ginard et al. 2020
UBC216           ,100.415,-5.789,216.984,-4.805,0.846,0.031,-0.09,-0.886,8.52,0.196,57,Castro-Ginard et al. 2020
UBC217           ,108.205,-4.686,219.545,2.601,0.365,0.025,-2.591,2.19,8.84,0.203,24,Castro-Ginard et al. 2020
UBC218           ,106.539,-9.18,222.771,-0.938,0.364,0.023,-1.195,0.921,7.08,0.163,163,Castro-Ginard et al. 2020
UBC219           ,105.452,-13.542,226.169,-3.878,0.434,0.025,-1.008,-1.399,8.26,0.19,41,Castro-Ginard et al. 2020
UBC220           ,110.643,-17.177,231.709,-1.118,0.317,0.02,-1.358,1.463,8.66,0.199,34,Castro-Ginard et al. 2020
UBC221           ,114.295,-15.674,232.07,2.677,0.393,0.024,-1.245,2.848,8.78,0.202,56,Castro-Ginard et al. 2020
UBC222           ,109.925,-20.856,234.643,-3.442,0.467,0.02,-2.66,2.892,8.22,0.189,31,Castro-Ginard et al. 2020
UBC223           ,112.116,-20.112,234.956,-1.281,0.29,0.02,-2.25,2.557,8.04,0.185,74,Castro-Ginard et al. 2020
UBC224           ,111.42,-20.89,235.331,-2.225,0.343,0.021,-2.275,3.105,7.18,0.165,195,Castro-Ginard et al. 2020
UBC225           ,106.626,-23.554,235.657,-7.39,0.344,0.017,-2.465,4.422,8.9,0.205,30,Castro-Ginard et al. 2020
UBC226           ,118.753,-17.725,235.987,5.355,0.611,0.027,-4.32,1.103,9.06,0.208,107,Castro-Ginard et al. 2020
UBC227           ,119.814,-19.126,237.714,5.497,0.302,0.021,-1.421,0.544,8.4,0.193,72,Castro-Ginard et al. 2020
UBC228           ,118.38,-22.398,239.831,2.661,0.333,0.019,-2.25,2.138,8.56,0.197,40,Castro-Ginard et al. 2020
UBC229           ,119.278,-22.806,240.609,3.161,0.391,0.024,-2.98,2.876,7.6,0.175,58,Castro-Ginard et al. 2020
UBC230           ,114.512,-25.384,240.641,-1.895,0.512,0.023,-2.62,3.21,7.8,0.179,58,Castro-Ginard et al. 2020
UBC231           ,115.558,-26.294,241.898,-1.524,0.324,0.021,-2.249,2.26,8.42,0.194,35,Castro-Ginard et al. 2020
UBC232           ,120.089,-24.27,242.248,3.032,0.327,0.022,-2.696,1.123,8.36,0.192,23,Castro-Ginard et al. 2020
UBC233           ,112.791,-28.37,242.519,-4.681,0.406,0.02,-0.803,0.748,8.42,0.194,56,Castro-Ginard et al. 2020
UBC234           ,118.606,-27.526,244.334,0.198,0.332,0.021,-4.245,3.723,9.16,0.211,46,Castro-Ginard et al. 2020
UBC235           ,117.314,-29.36,245.331,-1.716,0.583,0.024,-4.232,2.792,7.4,0.17,31,Castro-Ginard et al. 2020
UBC236           ,117.661,-29.946,245.988,-1.754,0.319,0.019,-2.725,3.426,6.68,0.154,35,Castro-Ginard et al. 2020
UBC237           ,118.574,-29.709,246.19,-0.953,0.551,0.026,-2.43,2.118,8.52,0.196,45,Castro-Ginard et al. 2020
UBC238           ,117.084,-33.645,248.935,-4.047,0.268,0.019,-2.106,3.155,6.62,0.152,120,Castro-Ginard et al. 2020
UBC239           ,123.76,-30.147,248.965,2.611,0.482,0.024,-3.612,1.963,8.26,0.19,45,Castro-Ginard et al. 2020
UBC240           ,121.321,-33.038,250.255,-0.707,0.389,0.02,-1.925,2.335,7.92,0.182,46,Castro-Ginard et al. 2020
UBC241           ,127.074,-31.001,251.291,4.476,0.217,0.016,-3.007,3.286,8.06,0.185,43,Castro-Ginard et al. 2020
UBC242           ,127.479,-41.349,259.882,-1.313,0.745,0.025,-1.76,1.1,8.76,0.201,60,Castro-Ginard et al. 2020
UBC243           ,133.854,-40.76,262.383,2.834,0.483,0.023,-4.573,3.122,7.92,0.182,61,Castro-Ginard et al. 2020
UBC244           ,129.833,-44.048,263.081,-1.54,0.435,0.022,-4.753,4.294,7.14,0.164,46,Castro-Ginard et al. 2020
UBC245           ,129.318,-45.244,263.81,-2.557,0.447,0.022,-4.59,4.314,7.18,0.165,52,Castro-Ginard et al. 2020
UBC246           ,130.757,-44.945,264.194,-1.57,0.505,0.024,-4.392,3.026,8.44,0.194,271,Castro-Ginard et al. 2020
UBC247           ,126.662,-50.713,267.202,-7.208,0.881,0.023,-5.046,6.184,8.52,0.196,55,Castro-Ginard et al. 2020
UBC248           ,137.985,-52.234,272.836,-2.685,0.332,0.021,-4.051,3.953,8.62,0.198,56,Castro-Ginard et al. 2020
UBC249           ,136.934,-52.934,272.915,-3.63,0.522,0.023,-6.043,4.28,7.48,0.172,65,Castro-Ginard et al. 2020
UBC250           ,118.169,-60.368,273.145,-16.27,1.049,0.021,-3.423,10.973,8.62,0.198,25,Castro-Ginard et al. 2020
UBC251           ,140.426,-51.27,273.197,-0.93,0.536,0.023,-4.947,4.49,7.72,0.178,44,Castro-Ginard et al. 2020
UBC252           ,139.168,-54.143,274.709,-3.49,0.209,0.017,-3.586,2.728,9.08,0.209,203,Castro-Ginard et al. 2020
UBC253           ,139.549,-56.024,276.214,-4.644,0.606,0.02,-6.059,5.341,8.48,0.195,38,Castro-Ginard et al. 2020
UBC254           ,143.637,-54.372,276.742,-1.836,0.552,0.023,-5.621,4.99,8.16,0.188,66,Castro-Ginard et al. 2020
UBC255           ,128.471,-61.465,276.748,-12.522,1.067,0.018,-4.806,2.891,9.2,0.212,49,Castro-Ginard et al. 2020
UBC256           ,146.475,-52.495,276.776,0.69,0.976,0.018,-1.662,-0.404,8.92,0.205,79,Castro-Ginard et al. 2020
UBC257           ,153.185,-60.893,284.799,-3.738,0.488,0.021,-6.342,3.098,8.04,0.185,88,Castro-Ginard et al. 2020
UBC258           ,158.88,-57.609,285.51,0.59,0.393,0.022,-7.243,3.606,7.26,0.167,51,Castro-Ginard et al. 2020
UBC259           ,157.606,-60.081,286.191,-1.875,0.389,0.021,-5.461,2.87,8.04,0.185,205,Castro-Ginard et al. 2020
UBC260           ,140.188,-69.847,286.531,-14.013,1.823,0.025,-7.729,8.057,7.68,0.177,20,Castro-Ginard et al. 2020
UBC261           ,159.542,-60.503,287.233,-1.759,0.262,0.017,-5.599,2.644,6.78,0.156,89,Castro-Ginard et al. 2020
UBC262           ,160.555,-60.454,287.647,-1.475,0.27,0.019,-5.559,2.624,8.4,0.193,43,Castro-Ginard et al. 2020
UBC263           ,162.616,-59.971,288.332,-0.574,0.399,0.021,-6.397,2.062,7.4,0.17,70,Castro-Ginard et al. 2020
UBC264           ,163.164,-60.59,288.85,-1.008,0.353,0.017,-5.831,2.646,8.24,0.19,51,Castro-Ginard et al. 2020
UBC265           ,167.699,-56.819,289.453,3.396,0.839,0.022,-7.449,0.688,8.56,0.197,38,Castro-Ginard et al. 2020
UBC266           ,166.388,-59.775,289.964,0.404,0.388,0.018,-6.673,1.745,6.96,0.16,138,Castro-Ginard et al. 2020
UBC267           ,168.305,-58.883,290.526,1.602,0.324,0.019,-6.023,1.882,6.72,0.155,95,Castro-Ginard et al. 2020
UBC268           ,165.363,-63.654,291.088,-3.341,0.24,0.017,-6.141,1.967,8.64,0.199,94,Castro-Ginard et al. 2020
UBC269           ,166.787,-62.865,291.358,-2.361,0.549,0.022,-7.034,1.708,7.72,0.178,30,Castro-Ginard et al. 2020
