Seq,Cluster,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,GLON,GLAT,plx,e_plx,u_plx,pmRA*,e_pmRA*,pmDE,e_pmDE,logt,e_logt,RV,s_RV,e_RV,o_RV,N,Ref,SimbadName
2324,FSR_0440         ,358.64,0.069,50.147,0.041,113.682,-11.701,0.436,0.032,1,-1.628,0.281,-1.505,0.152,9.1,      ,       ,      ,     ,  ,22,MWSC                     ,[FSR2007] 0440           
2325,Czernik_45       ,358.946,0.097,64.614,0.011,117.01,2.385,0.577,0.043,1,-3.891,0.323,-0.189,0.174,7.706,      ,       ,      ,     ,  ,14,MWSC                     ,Czernik 45               
2326,NGC_7788         ,359.192,0.089,61.382,0.048,116.433,-0.798,0.358,0.02,1,-3.036,0.033,-1.735,0.033,7.48,      ,       ,      ,     ,  ,56,MWSC                     ,NGC 7788                 
2327,NGC_7789         ,357.059,0.472,56.735,0.143,115.527,-5.357,0.481,0.025,1,-0.91,0.004,-1.952,0.005,9.265,0.009,-53.05,0.07,0.02,59,640,MWSC                     ,NGC 7789                 
2328,Frolov_1         ,359.357,0.104,61.609,0.047,116.557,-0.593,0.333,0.023,1,-2.528,0.189,-1.032,0.143,7.588,      ,       ,      ,     ,  ,53,MWSC                     ,Name Cl Frolov 1         
2329,NGC_7790         ,359.582,0.113,61.199,0.055,116.578,-1.015,0.306,0.02,1,-3.25,0.021,-1.688,0.022,8.1,      ,-82.32,      ,0.63,1,82,MWSC                     ,NGC 7790                 
2330,NGC_7795         ,359.412,0.084,60.078,0.056,116.266,-2.096,0.199,0.012,1,-2.132,0.161,-1.063,0.096,9,      ,-18.58,      ,0.11,1,56,MWSC                     ,NGC 7795                 
2331,FSR_0460         ,359.766,0.065,60.698,0.027,116.564,-1.524,0.164,0.091,0,-1.417,0.057,-0.281,0.038,8.705,0.025,-69.67,      ,0.39,1,25,MWSC                     ,[FSR2007] 0460           
2332,NGC_7762         ,357.485,0.19,68.023,0.075,117.208,5.838,1.036,0.027,1,1.481,0.017,3.961,0.017,9.32,0.019,-44.56,0.08,0.03,16,148,MWSC                     ,NGC 7762                 
2333,MWSC_4005        ,2.61,0.701,-85.48,0.076,303.874,-31.572,0.884,0.042,1,11.715,0.891,-0.292,1.089,9.375,      ,       ,      ,     ,  ,48,MWSC                     ,[KPS2012] MWSC 4005      
2334,MWSC_4114        ,91.754,0.375,-78.322,0.1,289.836,-28.767,0.375,0.022,1,2.14,0.407,4.324,1.449,9.4,      ,       ,      ,     ,  ,14,MWSC                     ,[KPS2012] MWSC 4114      
2335,MWSC_4116        ,94.775,0.226,-59.984,0.105,269.086,-27.222,0.58,0.029,1,0.674,0.325,7.581,0.576,9.125,      ,82.99,2.09,0.26,2,66,MWSC                     ,[KPS2012] MWSC 4116      
2336,MWSC_4119        ,106.558,0.166,-57.231,0.084,267.683,-20.631,0.309,0.017,1,-1.44,0.161,4.083,0.292,8.985,0.031,27.72,      ,0.12,1,32,MWSC                     ,[KPS2012] MWSC 4119      
2337,MWSC_4131        ,124.819,0.149,42.018,0.09,178.688,33.537,0.756,0.031,1,-0.254,0.386,-3.856,0.617,9.4,      ,-2.7,      ,0.26,1,24,MWSC                     ,[KPS2012] MWSC 4131      
2338,MWSC_4137        ,141.636,0.511,-79.71,0.093,294.386,-20.432,0.662,0.03,1,-7.284,0.552,6.384,0.345,9.21,0.03,39.49,      ,0.07,1,47,MWSC                     ,[KPS2012] MWSC 4137      
2339,MWSC_4138        ,141.684,0.286,-73.52,0.092,289.626,-16.198,0.459,0.032,1,-4.505,0.255,4.434,0.24,9.28,      ,21.51,      ,0.04,1,61,MWSC                     ,[KPS2012] MWSC 4138      
2340,MWSC_4140        ,144.272,0.558,-77.474,0.105,293.056,-18.509,0.213,0.017,1,-5.198,0.222,5.082,0.238,9.28,      ,       ,      ,     ,  ,18,MWSC                     ,[KPS2012] MWSC 4140      
2341,MWSC_4146        ,165.186,0.094,-40.493,0.09,281.176,17.656,0.627,0.038,1,-6.236,0.529,1.308,0.404,9.1,      ,       ,      ,     ,  ,50,MWSC                     ,[KPS2012] MWSC 4146      
2342,MWSC_4158        ,191.137,0.153,-38.294,0.086,301.446,24.558,0.665,0.039,1,-8.951,0.636,-0.905,0.321,9.02,0.072,-70.47,      ,0.56,1,58,MWSC                     ,[KPS2012] MWSC 4158      
2343,MWSC_4170        ,204.228,0.132,-39.165,0.088,312.479,22.863,0.589,0.036,1,-8.468,0.651,-2.21,0.261,9.38,0.024,1.16,      ,0.18,1,29,MWSC                     ,[KPS2012] MWSC 4170      
2344,MWSC_4176        ,217.371,2.011,-85.424,0.117,304.99,-22.952,0.325,0.031,1,-3.769,0.41,-3.058,0.431,9.315,      ,       ,      ,     ,  ,23,MWSC                     ,[KPS2012] MWSC 4176      
2345,MWSC_4178        ,216.915,0.127,-44.943,0.094,320.283,14.663,0.392,0.028,1,-6.05,0.305,-2.741,0.201,9.3,      ,-59.89,3.63,0.41,5,80,MWSC                     ,[KPS2012] MWSC 4178      
2346,MWSC_4194        ,226.951,0.162,-17.321,0.109,343.479,34.601,0.524,0.033,1,-3.66,0.257,-1.749,0.221,9.2,      ,       ,      ,     ,  ,14,MWSC                     ,[KPS2012] MWSC 4194      
2347,MWSC_4210        ,231.932,0.144,-36.54,0.089,334.809,16.478,0.229,0.016,1,-3.989,0.361,-2.901,0.27,9.08,      ,-60.12,5.5,1.02,2,29,MWSC                     ,[KPS2012] MWSC 4210      
2348,MWSC_4211        ,232.915,0.13,-37.493,0.136,334.884,15.245,0.526,0.037,1,-4.484,0.204,-4.347,0.207,8.82,0.035,       ,      ,     ,  ,15,MWSC                     ,[KPS2012] MWSC 4211      
2349,MWSC_4212        ,233.216,0.108,-30.355,0.103,339.634,20.781,0.505,0.033,1,-2.732,0.311,-2.629,0.272,9.025,0.02,-28.79,14.66,2.14,2,47,MWSC                     ,[KPS2012] MWSC 4212      
2350,MWSC_4218        ,235.174,0.111,-33.382,0.129,339.019,17.377,0.502,0.021,1,-3.726,0.516,-1.363,0.45,9.1,      ,-43.99,3.88,0.7,3,31,MWSC                     ,[KPS2012] MWSC 4218      
2351,MWSC_4219        ,235.369,0.742,-83.172,0.095,307.902,-22.009,0.426,0.033,1,-4.556,0.326,-4.299,0.312,9.1,      ,       ,      ,     ,  ,28,MWSC                     ,[KPS2012] MWSC 4219      
2352,MWSC_4225        ,237.049,0.092,-18.308,0.047,351.214,27.556,0.813,0.042,1,-4.274,0.496,-4.331,0.507,8.7,      ,-46.17,      ,0.33,1,34,MWSC                     ,[KPS2012] MWSC 4225      
2353,MWSC_4228        ,238.603,0.138,-30.632,0.131,343.209,17.583,0.499,0.018,1,-3.694,0.339,-2.93,0.263,8.74,0.02,       ,      ,     ,  ,28,MWSC                     ,[KPS2012] MWSC 4228      
2354,MWSC_4229        ,239.156,0.141,-31.733,0.127,342.805,16.449,0.443,0.029,1,-4.735,0.273,-2.979,0.406,9.015,      ,-38.22,      ,0.09,1,27,MWSC                     ,[KPS2012] MWSC 4229      
2355,MWSC_4248        ,243.218,0.136,-29.942,0.116,346.713,15.332,0.186,0.129,0,-2.811,0.174,-3.762,0.116,8.9,      ,-24.13,      ,0.06,1,31,MWSC                     ,[KPS2012] MWSC 4248      
2356,MWSC_4265        ,247.304,0.118,-19.106,0.124,357.754,19.863,0.54,0.05,1,-1.621,0.278,-5.794,0.347,8.6,      ,       ,      ,     ,  ,15,MWSC                     ,[KPS2012] MWSC 4265      
2357,MWSC_4267        ,247.302,0.101,-20.172,0.097,356.884,19.181,0.517,0.047,1,-0.481,0.579,-3.071,0.756,8.25,      ,       ,      ,     ,  ,14,MWSC                     ,[KPS2012] MWSC 4267      
2358,MWSC_4286        ,250.393,0.081,-30.51,0.074,350.575,10.376,0.385,0.024,1,-3.751,0.211,-4.844,0.187,8.91,0.041,-27.57,      ,0.2,1,42,MWSC                     ,[KPS2012] MWSC 4286      
2359,MWSC_4287        ,250.692,0.128,-24.44,0.107,355.53,14.047,0.248,0.159,0,-2.034,0.286,-3.129,0.198,7.92,      ,28.39,      ,0.05,1,42,MWSC                     ,[KPS2012] MWSC 4287      
2360,MWSC_4288        ,250.944,0.158,-0.142,0.182,16.941,27.994,0.639,0.046,1,-3.228,0.264,-2.886,0.367,9.015,0.038,       ,      ,     ,  ,27,MWSC                     ,[KPS2012] MWSC 4288      
2361,MWSC_4289        ,251.511,0.103,-20.92,0.062,358.868,15.645,0.46,0.022,1,-3.917,0.236,-2.319,0.306,9.325,0.043,-64.37,      ,0.12,1,21,MWSC                     ,[KPS2012] MWSC 4289      
2362,MWSC_4290        ,251.658,0.074,-9.157,0.059,8.996,22.495,0.705,0.051,1,-2.022,0.597,-3.023,0.542,8.38,0.039,-53.63,      ,0.06,1,44,MWSC                     ,[KPS2012] MWSC 4290      
2363,MWSC_4301        ,254.815,0.157,18.396,0.16,38.215,32.748,0.54,0.032,1,-2.581,0.337,-7.226,0.366,9.415,      ,-14.4,      ,0.06,1,19,MWSC                     ,[KPS2012] MWSC 4301      
2364,MWSC_4312        ,256.649,0.107,-19.459,0.095,3.035,12.634,0.353,0.033,1,-3.081,0.191,-4.214,0.219,8.2,      ,       ,      ,     ,  ,71,MWSC                     ,[KPS2012] MWSC 4312      
2365,MWSC_4316        ,257.646,0.124,51.617,0.081,78.701,36.359,0.506,0.031,1,0.466,0.518,-0.723,0.528,9.23,      ,       ,      ,     ,  ,15,MWSC                     ,[KPS2012] MWSC 4316      
2366,MWSC_4317        ,257.58,0.077,1.264,0.122,21.974,22.956,0.388,0.015,1,-2.402,0.423,-3.969,0.61,9.425,      ,-14.36,6.75,1.59,2,18,MWSC                     ,[KPS2012] MWSC 4317      
2367,MWSC_4330        ,259.27,0.097,-15.061,0.064,8.208,13.028,0.817,0.04,1,-2.257,0.394,-4.323,0.348,8.55,      ,       ,      ,     ,  ,48,MWSC                     ,[KPS2012] MWSC 4330      
2368,MWSC_4349        ,261.626,0.058,-57.48,0.06,333.773,-12.193,0.216,0.013,1,-3.308,0.298,-3.642,0.31,8.805,      ,-80.8,      ,0.22,1,10,MWSC                     ,[KPS2012] MWSC 4349      
2369,MWSC_4355        ,262.643,0.112,-23.973,0.068,2.407,5.494,0.824,0.04,1,-1.595,0.388,-6.035,0.46,8.68,      ,-7.37,      ,1.86,1,14,MWSC                     ,[KPS2012] MWSC 4355      
2370,MWSC_4375        ,268.192,0.079,9.478,0.091,34.892,17.299,0.29,0.021,1,-3.455,0.203,-2.171,0.285,9.375,      ,       ,      ,     ,  ,10,MWSC                     ,[KPS2012] MWSC 4375      
2371,MWSC_4383        ,269.729,0.097,23.034,0.099,48.691,21.375,0.445,0.029,1,-1.918,0.243,-4.092,0.255,9.095,      ,-55.87,0.67,0.08,4,75,MWSC                     ,[KPS2012] MWSC 4383      
2372,MWSC_4408        ,273.951,0.165,-60.207,0.089,334.229,-19.101,0.501,0.032,1,-1.975,0.429,-4.474,0.264,8.495,0.085,14.7,      ,0.11,1,35,MWSC                     ,[KPS2012] MWSC 4408      
2373,MWSC_4409        ,273.811,0.142,31.732,0.088,58.79,21.031,0.49,0.027,1,-0.711,0.155,-2.769,0.259,8.85,      ,-74.5,24.21,3.61,2,45,MWSC                     ,[KPS2012] MWSC 4409      
2374,MWSC_4410        ,274.27,0.168,-53.691,0.117,340.633,-16.783,0.65,0.042,1,0.171,0.218,-3.951,0.259,8.9,0.015,       ,      ,     ,  ,29,MWSC                     ,[KPS2012] MWSC 4410      
2375,MWSC_4429        ,278.776,0.185,-51.735,0.12,343.604,-18.589,0.356,0.029,1,-2.233,0.294,-4.29,0.149,9.045,      ,       ,      ,     ,  ,10,MWSC                     ,[KPS2012] MWSC 4429      
2376,MWSC_4463        ,284.67,0.255,-64.261,0.103,331.552,-25.021,0.582,0.032,1,0.057,0.377,-6.042,0.405,9.15,      ,-147.21,      ,0.09,1,38,MWSC                     ,[KPS2012] MWSC 4463      
2377,MWSC_4475        ,287.071,0.084,-30.215,0.072,7.007,-16.616,0.063,0.114,0,-2.7,0.043,-1.511,0.028,8.785,      ,       ,      ,     ,  ,31,MWSC                     ,[KPS2012] MWSC 4475      
2378,MWSC_4483        ,289.317,0.287,-68.509,0.124,327.149,-27.449,0.606,0.03,1,2.605,0.298,-5.252,0.443,9.31,0.103,-16.87,11.51,2.14,3,29,MWSC                     ,[KPS2012] MWSC 4483      
2379,MWSC_4484        ,290.549,0.081,-25.102,0.109,13.176,-17.535,0.438,0.027,1,-1.953,0.146,-2.642,0.377,9.045,      ,56.5,      ,0.41,1,10,MWSC                     ,[KPS2012] MWSC 4484      
2380,MWSC_4486        ,290.955,0.172,-60.688,0.084,335.993,-27.32,0.566,0.031,1,4.752,0.36,-4.502,0.377,9.3,      ,       ,      ,     ,  ,21,MWSC                     ,[KPS2012] MWSC 4486      
2381,MWSC_4498        ,292.968,0.129,-46.463,0.056,351.905,-25.986,0.713,0.045,1,-0.394,0.496,-8.439,0.417,9.36,      ,       ,      ,     ,  ,15,MWSC                     ,[KPS2012] MWSC 4498      
2382,MWSC_4500        ,293.386,0.09,-33.212,0.085,6.006,-22.693,0.301,0.023,1,-2.573,0.4,-2.833,0.528,9.2,      ,16.32,      ,0.6,1,17,MWSC                     ,[KPS2012] MWSC 4500      
2383,MWSC_4511        ,295.408,0.097,-24.497,0.07,15.501,-21.409,0.41,0.027,1,-0.596,0.288,-1.043,0.218,9.5,      ,12.71,      ,0.49,1,16,MWSC                     ,[KPS2012] MWSC 4511      
2384,MWSC_4545        ,301.976,0.155,-49.88,0.129,349.108,-32.446,0.87,0.045,1,0.999,0.457,-6.609,0.489,9.31,      ,31.43,      ,0.04,1,30,MWSC                     ,[KPS2012] MWSC 4545      
2385,MWSC_4547        ,303.048,0.082,1.517,0.068,43.843,-17.156,0.521,0.028,1,-0.392,0.296,-2.685,0.204,9.2,      ,-42.38,      ,0.08,1,34,MWSC                     ,[KPS2012] MWSC 4547      
2386,MWSC_4555        ,304.4,0.076,-11.332,0.119,32.259,-24.205,0.584,0.044,1,2.942,0.354,-3.335,0.254,9.505,0.056,       ,      ,     ,  ,15,MWSC                     ,[KPS2012] MWSC 4555      
2387,MWSC_4561        ,305.95,0.096,5.893,0.086,49.329,-17.48,0.514,0.032,1,-1.958,0.203,-4.879,0.232,9.4,0.028,-40.91,0.99,0.1,2,91,MWSC                     ,[KPS2012] MWSC 4561      
2388,MWSC_4572        ,307.757,0.1,-15.18,0.097,29.809,-28.751,0.571,0.038,1,0.844,0.336,-4.507,0.32,9.34,0.032,-63.21,      ,0.13,1,37,MWSC                     ,[KPS2012] MWSC 4572      
2389,MWSC_4602        ,315.706,0.119,10.777,0.102,59.314,-22.889,0.888,0.038,1,0.02,0.326,-3.93,0.353,8.785,      ,       ,      ,     ,  ,40,MWSC                     ,[KPS2012] MWSC 4602      
2390,MWSC_4606        ,316.561,0.088,-11.456,0.108,37.922,-35.069,1.15,0.05,1,1.048,0.806,-4.608,0.52,9.385,      ,43.84,      ,0.09,1,50,MWSC                     ,[KPS2012] MWSC 4606      
2391,MWSC_4622        ,321.546,0.091,-17.777,0.154,32.907,-41.986,1.17,0.041,1,1.887,0.658,-7.122,0.38,9.3,      ,       ,      ,     ,  ,13,MWSC                     ,[KPS2012] MWSC 4622      
2392,MWSC_4668        ,344.468,0.41,-77.164,0.071,310.658,-38.208,1.094,0.038,1,10.753,2.165,-3.322,1.579,9.1,      ,       ,      ,     ,  ,21,MWSC                     ,[KPS2012] MWSC 4668      
2393,MWSC_4674        ,350.835,1.184,83.993,0.109,120.514,21.54,0.594,0.032,1,-0.037,0.532,0.472,0.306,9.55,      ,       ,      ,     ,  ,34,MWSC                     ,[KPS2012] MWSC 4674      
2394,MWSC_4682        ,355.27,0.817,-82.969,0.063,305.483,-33.807,1.006,0.029,1,8.657,0.938,0.334,0.694,9.28,0.061,17.2,16.7,2.95,2,32,MWSC                     ,[KPS2012] MWSC 4682      
2395,MWSC_4688        ,292.438,1.427,-86.684,0.077,303.924,-30.327,0.737,0.036,1,5.14,0.497,-0.372,0.461,9.39,      ,       ,      ,     ,  ,21,MWSC                     ,[KPS2012] MWSC 4688      
2396,MWSC_5004        ,64.559,0.973,86.166,0.067,126.243,24.714,0.481,0.034,1,0.338,0.411,1.825,0.399,9.215,      ,-42.42,      ,0.11,1,22,MWSC                     ,                         
2397,MWSC_5010        ,94.936,0.765,86.007,0.054,127.352,26.509,0.439,0.021,1,0.961,0.375,-0.218,0.436,9.45,      ,-72.4,      ,0.04,1,15,MWSC                     ,                         
2398,MWSC_5011        ,96.227,0.12,62.648,0.037,152.189,20.964,0.984,0.051,1,1.13,0.366,-3.648,0.295,9.45,      ,-35.57,      ,0.08,1,10,MWSC                     ,                         
2399,MWSC_5012        ,96.827,0.122,57.468,0.059,157.501,19.52,0.442,0.025,1,0.575,0.252,-2.08,0.383,9.085,0.039,       ,      ,     ,  ,28,MWSC                     ,                         
2400,MWSC_5016        ,107.337,0.088,40.403,0.073,177.022,20.393,0.493,0.031,1,0.148,0.259,-3.075,0.205,8.81,      ,       ,      ,     ,  ,32,MWSC                     ,                         
2401,MWSC_5018        ,113.636,0.087,22.814,0.063,196.532,19.281,0.434,0.031,1,-0.818,0.289,-1.782,0.262,9.12,      ,35.66,      ,0.07,1,26,MWSC                     ,                         
2402,MWSC_5019        ,115.151,0.08,32.778,0.054,186.959,23.964,0.773,0.041,1,-0.563,0.472,-2.714,0.724,8.97,0.05,       ,      ,     ,  ,34,MWSC                     ,                         
2403,MWSC_5022        ,124.108,0.041,0.465,0.058,222.556,19.041,0.638,0.026,1,-3.134,0.582,-1.013,0.511,9.17,0.084,48.48,6.16,1.31,2,22,MWSC                     ,                         
2404,MWSC_5029        ,131.401,0.058,-11.656,0.078,237.492,18.926,0.504,0.036,1,-2.203,0.298,0.552,0.319,9.285,      ,       ,      ,     ,  ,10,MWSC                     ,                         
2405,MWSC_5033        ,133.963,0.104,30.142,0.076,194.75,38.796,0.676,0.037,1,-1.205,0.461,-4.496,0.516,9.17,0.063,-11.57,      ,0.19,1,35,MWSC                     ,                         
2406,MWSC_5038        ,138.59,0.039,23.947,0.046,203.904,41.306,1.174,0.033,1,-4.391,1.378,-6.692,0.766,9.3,      ,-48.68,      ,0.62,1,10,MWSC                     ,                         
2407,MWSC_5042        ,140.307,0.087,-7.455,0.096,239.309,28.516,0.873,0.037,1,-3.636,0.649,-2.69,0.682,9.5,      ,       ,      ,     ,  ,30,MWSC                     ,                         
2408,MWSC_5044        ,141.295,0.08,29.917,0.027,196.659,44.987,0.789,0.034,1,-3.27,1.47,-3.227,1.282,9.57,      ,       ,      ,     ,  ,16,MWSC                     ,                         
2409,MWSC_5051        ,146.477,0.101,-7,0.089,243.279,33.628,0.795,0.043,1,-5.226,0.886,-4.023,0.642,9.45,      ,       ,      ,     ,  ,30,MWSC                     ,                         
2410,MWSC_5058        ,152.089,0.085,12.287,0.085,225.992,49.079,1.036,0.032,1,0.436,0.993,-2.874,1.307,8.95,      ,-2.9,      ,0.15,1,17,MWSC                     ,                         
2411,MWSC_5060        ,152.639,0.064,-14.027,0.091,254.394,33.283,0.774,0.042,1,-3.396,0.812,-2.591,0.556,9.7,      ,       ,      ,     ,  ,18,MWSC                     ,                         
2412,MWSC_5071        ,158.168,0.07,-29.632,0.066,270.073,24.243,0.609,0.032,1,-6.823,0.542,1.195,0.378,9.45,      ,46.82,7.7,1.87,2,17,MWSC                     ,                         
2413,MWSC_5076        ,161.693,0.325,78.462,0.061,130.359,36.804,0.755,0.039,1,4.185,0.736,-1.475,0.541,8.85,      ,       ,      ,     ,  ,10,MWSC                     ,                         
2414,MWSC_5088        ,167.176,0.094,-32.522,0.075,279.04,25.54,0.53,0.026,1,-6.694,0.515,1.434,0.404,9.225,      ,11.19,      ,0.38,1,31,MWSC                     ,                         
2415,MWSC_5116        ,174.799,0.105,-36.347,0.09,287.033,24.284,0.6,0.04,1,-5.186,0.452,0.127,0.247,9.515,      ,       ,      ,     ,  ,46,MWSC                     ,                         
2416,MWSC_5117        ,175.058,0.08,-17.846,0.073,279.945,41.826,0.764,0.055,1,-5.824,0.806,-0.074,0.432,9.36,      ,-26.47,      ,0.27,1,19,MWSC                     ,                         
2417,MWSC_5122        ,175.993,0.083,-28.778,0.081,285.52,31.802,0.582,0.035,1,-7.154,0.65,2.114,0.43,9.5,      ,       ,      ,     ,  ,22,MWSC                     ,                         
2418,MWSC_5149        ,184.234,0.056,-32.998,0.048,294.637,29.317,0.682,0.03,1,-6.709,1.245,-1.978,0.594,9.5,      ,0.84,3.08,0.71,4,19,MWSC                     ,                         
2419,MWSC_5154        ,186.271,0.117,4.047,0.055,286.539,66.076,1.37,0.054,1,-3.076,0.63,-5.226,0.985,9.5,      ,18.09,      ,0.47,1,11,MWSC                     ,                         
2420,MWSC_5186        ,197.297,0.124,-32.956,0.082,307.221,29.768,0.634,0.039,1,-6.933,0.561,-1.73,0.37,9.325,      ,-45.72,      ,0.13,1,44,MWSC                     ,                         
2421,MWSC_5191        ,198.606,0.089,-34.212,0.075,308.334,28.419,0.917,0.042,1,-12.248,0.87,-2.157,0.839,8.975,      ,32.51,      ,0.24,1,31,MWSC                     ,                         
2422,MWSC_5215        ,206.524,0.113,-41.807,0.081,313.726,19.916,0.563,0.049,1,-6.94,0.372,-1.652,0.21,9.29,0.032,       ,      ,     ,  ,36,MWSC                     ,                         
2423,MWSC_5224        ,208.684,0.079,-31.679,0.089,318.363,29.288,0.421,0.019,1,-6.475,0.623,-2.8,0.43,9.005,0.001,-3.13,3.63,0.81,5,20,MWSC                     ,                         
2424,MWSC_5231        ,212.15,0.064,-19.486,0.033,326.838,39.777,0.541,0.042,1,-8.186,0.847,-2.165,0.723,9.315,      ,-24.4,      ,0.51,1,16,MWSC                     ,                         
2425,MWSC_5273        ,226.785,0.098,-36.343,0.082,331.31,18.942,0.536,0.035,1,-6.348,0.27,-3.554,0.255,9.445,0.033,-65.34,8.46,1.43,2,35,MWSC                     ,                         
2426,MWSC_5279        ,227.974,0.084,-21.443,0.063,341.454,30.725,0.252,0.02,1,-2.526,0.497,-5.613,0.308,9.1,      ,       ,      ,     ,  ,14,MWSC                     ,                         
